student_id,course_id,instructor_id,feedback_score,textual_review,attendance_rate,assignment_submission_rate,quiz_avg_score,exam_avg_score,lms_logins_past_month,avg_session_duration_minutes,forum_participation_count,video_completion_rate,instructor_response_time,risk_level
S2078,ECE301,I005,2.3,"Too many assignments, difficult to manage.",84,46,34,42,24,29,1,76,9,High
S2079,CSE202,I001,3.9,Very interactive and engaging class.,95,75,84,65,37,10,14,94,22,Low
S2080,CSE101,I015,2.7,The lecture was clear but pace was fast.,70,77,49,63,21,5,10,96,30,Medium
S2081,ECE301,I005,3.3,The lecture was clear but pace was fast.,59,55,53,67,48,50,9,39,31,High
S2082,CSE202,I013,4.3,Great teaching style and support from instructor.,65,91,65,71,47,20,19,44,4,Medium
S2083,CSE202,I008,4.2,"Too many assignments, difficult to manage.",56,54,63,27,46,52,0,61,8,High
S2084,MAT204,I008,4.5,Very interactive and engaging class.,53,85,83,74,45,8,18,64,12,High
S2085,CSE101,I005,1.2,The lecture was clear but pace was fast.,76,62,63,85,3,33,13,50,33,High
S2086,CSE202,I009,3.8,Good explanations with real-life examples.,74,51,46,96,3,42,13,84,60,Medium
S2087,ECE301,I001,1.6,The lecture was clear but pace was fast.,80,68,34,59,29,51,0,71,13,High
S2088,MAT204,I004,2.7,Very interactive and engaging class.,60,83,47,50,1,32,8,99,39,Medium
S2089,CSE101,I003,3.2,"Slides were unclear, needs more clarity.",97,87,84,67,28,26,16,40,25,Medium
S2090,PHY110,I002,2.6,"Slides were unclear, needs more clarity.",69,54,82,80,42,12,13,49,66,Medium
S2091,ECE301,I008,3.1,Great teaching style and support from instructor.,85,68,79,71,35,36,12,22,19,Medium
S2092,CSE202,I009,5.0,"Too many assignments, difficult to manage.",66,84,74,57,20,37,12,89,47,Medium
S2093,CSE202,I002,1.5,Very interactive and engaging class.,94,82,42,55,20,17,5,62,57,High
S2094,ECE301,I014,3.7,Great teaching style and support from instructor.,60,88,45,74,47,31,6,48,64,Medium
S2095,CSE202,I014,2.6,"Average experience, nothing special.",79,60,42,32,20,22,1,22,8,High
S2096,MAT204,I004,1.5,The lecture was clear but pace was fast.,84,54,49,56,3,22,7,77,67,High
S2097,CSE101,I006,1.6,"Average experience, nothing special.",90,53,95,66,0,17,5,52,41,High
S2098,MAT204,I011,4.8,The lecture was clear but pace was fast.,87,81,76,90,25,26,2,94,55,Low
S2099,CSE202,I003,4.5,"Slides were unclear, needs more clarity.",71,83,48,41,1,18,17,64,32,Medium
S2100,PHY110,I008,4.6,Great teaching style and support from instructor.,92,55,74,58,8,15,17,88,53,Medium
S2101,CSE101,I003,5.0,"Slides were unclear, needs more clarity.",97,54,66,77,44,43,5,51,32,Low
S2102,CSE101,I014,1.8,Good explanations with real-life examples.,100,81,83,49,17,54,10,71,35,High
S2103,ECE301,I013,2.4,"Average experience, nothing special.",76,43,35,37,47,57,2,83,8,High
S2104,ECE301,I013,3.7,"Average experience, nothing special.",86,66,43,37,47,26,15,59,17,High
S2105,PHY110,I002,2.9,"Slides were unclear, needs more clarity.",95,62,33,93,41,40,4,32,23,Medium
S2106,CSE101,I013,2.7,Good explanations with real-life examples.,98,68,84,58,40,21,1,99,54,Medium
S2107,PHY110,I019,2.4,The lecture was clear but pace was fast.,84,80,63,45,10,55,14,93,18,High
S2108,ECE301,I006,3.4,Great teaching style and support from instructor.,53,92,56,90,24,36,15,48,5,High
S2109,ECE301,I016,3.3,Good explanations with real-life examples.,65,91,36,26,25,18,6,82,62,High
S2110,CSE101,I002,1.6,Great teaching style and support from instructor.,65,48,32,88,35,46,15,45,53,High
S2111,MAT204,I008,2.9,"Average experience, nothing special.",70,92,76,84,41,33,3,78,36,Medium
S2112,CSE202,I017,3.2,Great teaching style and support from instructor.,75,96,31,65,34,10,15,68,45,Medium
S2113,ECE301,I002,3.3,"Average experience, nothing special.",85,95,54,37,37,54,16,72,16,High
S2114,ECE301,I010,1.8,Good explanations with real-life examples.,68,91,89,32,2,8,1,50,62,High
S2115,MAT204,I016,4.0,"Average experience, nothing special.",66,82,53,44,40,15,15,31,45,Medium
S2116,MAT204,I006,1.1,"Too many assignments, difficult to manage.",94,82,44,27,34,49,3,77,22,High
S2117,PHY110,I002,2.4,"Average experience, nothing special.",75,46,43,93,49,44,6,55,48,High
S2118,PHY110,I002,4.1,"Slides were unclear, needs more clarity.",71,92,83,51,39,14,17,29,50,Medium
S2119,CSE202,I013,3.3,Good explanations with real-life examples.,77,81,35,36,21,59,5,25,54,High
S2120,CSE202,I015,2.0,The lecture was clear but pace was fast.,50,43,47,98,7,32,17,26,28,High
S2121,CSE101,I002,3.8,Great teaching style and support from instructor.,93,44,49,98,14,15,6,50,32,Low
S2122,PHY110,I007,3.3,Very interactive and engaging class.,85,44,91,67,44,39,1,91,45,Medium
S2123,ECE301,I003,4.2,Good explanations with real-life examples.,92,50,69,82,6,19,18,22,33,Low
S2124,PHY110,I008,3.9,"Slides were unclear, needs more clarity.",86,80,68,59,18,12,8,66,31,Medium
S2125,ECE301,I014,3.4,"Average experience, nothing special.",51,67,81,34,39,24,3,20,19,High
S2126,MAT204,I007,3.0,Great teaching style and support from instructor.,66,55,61,25,41,54,13,64,64,High
S2127,PHY110,I007,1.5,"Too many assignments, difficult to manage.",89,80,56,82,16,25,4,73,17,High
S2128,MAT204,I001,2.0,The lecture was clear but pace was fast.,87,93,81,27,0,5,6,69,36,High
S2129,CSE202,I017,2.7,"Too many assignments, difficult to manage.",70,69,92,51,44,33,7,98,63,Medium
S2130,CSE202,I009,3.4,Very interactive and engaging class.,58,43,92,64,28,28,14,26,10,High
S2131,CSE101,I013,3.1,Good explanations with real-life examples.,62,41,46,71,12,34,18,82,63,Medium
S2132,PHY110,I019,2.2,Great teaching style and support from instructor.,60,85,78,98,47,44,10,34,40,High
S2133,MAT204,I019,1.0,Good explanations with real-life examples.,65,42,52,32,28,39,19,86,52,High
S2134,ECE301,I017,3.0,"Slides were unclear, needs more clarity.",65,89,42,43,40,37,3,49,11,Medium
S2135,CSE202,I010,2.1,Good explanations with real-life examples.,51,60,52,59,41,24,17,97,53,High
S2136,CSE202,I010,3.9,The lecture was clear but pace was fast.,91,45,86,33,5,20,13,87,13,High
S2137,ECE301,I004,1.1,Very interactive and engaging class.,93,82,91,94,4,13,5,55,63,High
S2138,MAT204,I008,3.3,"Too many assignments, difficult to manage.",57,92,83,89,33,35,15,86,4,High
S2139,MAT204,I020,4.8,Very interactive and engaging class.,92,57,49,81,10,21,17,24,12,Low
S2140,PHY110,I020,1.7,Great teaching style and support from instructor.,91,83,81,80,8,35,0,44,9,High
S2141,PHY110,I018,2.9,Good explanations with real-life examples.,62,44,52,20,37,52,7,30,24,High
S2142,CSE101,I014,1.4,Great teaching style and support from instructor.,66,48,64,85,39,27,0,91,11,High
S2143,CSE202,I018,3.5,"Too many assignments, difficult to manage.",88,59,96,51,40,10,0,85,19,Medium
S2144,PHY110,I014,3.2,Great teaching style and support from instructor.,73,67,63,32,8,34,18,47,40,High
S2145,MAT204,I020,2.6,"Slides were unclear, needs more clarity.",52,65,62,52,7,59,9,79,27,High
S2146,ECE301,I015,3.1,Very interactive and engaging class.,79,57,75,51,43,11,17,29,12,Medium
S2147,MAT204,I004,4.6,"Too many assignments, difficult to manage.",62,58,74,75,39,52,11,69,11,Medium
S2148,CSE202,I013,1.8,"Too many assignments, difficult to manage.",68,42,48,43,2,44,16,58,4,High
S2149,MAT204,I008,1.1,"Average experience, nothing special.",56,48,44,23,12,46,0,56,63,High
S2150,CSE101,I018,4.4,"Too many assignments, difficult to manage.",58,75,95,42,18,50,7,82,62,High
S2151,CSE202,I012,3.3,"Average experience, nothing special.",68,70,68,48,33,15,9,80,5,Medium
S2152,ECE301,I014,4.6,The lecture was clear but pace was fast.,94,88,47,40,31,38,9,57,62,Medium
S2153,CSE101,I002,3.4,"Average experience, nothing special.",89,56,99,49,48,16,17,52,9,Medium
S2154,CSE202,I018,4.2,Very interactive and engaging class.,71,94,88,39,15,56,8,94,14,High
S2155,ECE301,I002,2.7,Great teaching style and support from instructor.,67,62,61,35,35,56,1,64,13,High
S2156,CSE101,I011,4.0,"Average experience, nothing special.",72,73,50,86,17,49,2,63,36,Medium
S2157,CSE101,I009,4.7,"Too many assignments, difficult to manage.",51,80,69,68,13,51,1,20,55,High
S2158,CSE202,I012,3.3,Very interactive and engaging class.,99,80,56,77,29,31,5,72,52,Medium
S2159,PHY110,I017,1.7,"Average experience, nothing special.",99,44,31,63,1,16,11,66,44,High
S2160,CSE101,I015,2.1,"Average experience, nothing special.",60,54,68,44,12,17,18,52,67,High
S2161,CSE101,I017,1.8,"Too many assignments, difficult to manage.",80,86,85,42,26,12,14,86,16,High
S2162,ECE301,I018,2.0,"Slides were unclear, needs more clarity.",82,42,42,78,16,20,18,34,50,High
S2163,MAT204,I006,2.2,"Slides were unclear, needs more clarity.",63,58,85,20,30,33,11,33,35,High
S2164,CSE202,I017,3.2,"Average experience, nothing special.",65,67,95,34,14,39,17,42,40,High
S2165,CSE202,I018,3.4,"Slides were unclear, needs more clarity.",60,42,85,100,19,33,15,73,27,Medium
S2166,PHY110,I008,2.7,Good explanations with real-life examples.,82,77,57,100,4,35,1,27,70,Medium
S2167,PHY110,I009,3.5,"Too many assignments, difficult to manage.",56,43,93,71,6,17,10,73,49,High
S2168,CSE202,I006,1.3,Good explanations with real-life examples.,80,63,100,77,17,16,11,55,52,High
S2169,PHY110,I005,1.4,Very interactive and engaging class.,97,70,93,60,10,55,4,71,5,High
S2170,ECE301,I012,1.7,Good explanations with real-life examples.,95,84,85,63,31,6,5,25,28,High
S2171,CSE202,I011,3.1,Very interactive and engaging class.,96,98,70,23,49,37,10,47,43,High
S2172,PHY110,I001,1.9,"Average experience, nothing special.",63,84,70,96,26,12,9,69,57,High
S2173,CSE202,I011,2.1,Very interactive and engaging class.,77,98,33,87,25,45,3,57,70,High
S2174,MAT204,I019,2.6,Very interactive and engaging class.,92,50,86,26,36,44,8,49,19,High
S2175,CSE101,I009,4.2,Great teaching style and support from instructor.,65,76,59,65,44,57,11,100,62,Medium
S2176,CSE202,I002,1.1,Good explanations with real-life examples.,68,40,75,28,27,53,9,92,5,High
S2177,CSE101,I012,3.6,Great teaching style and support from instructor.,66,48,85,52,49,45,13,73,2,Medium
S2178,PHY110,I004,3.7,"Average experience, nothing special.",75,56,60,52,1,36,4,90,51,Medium
S2179,CSE101,I004,4.2,"Too many assignments, difficult to manage.",55,93,36,23,19,42,0,65,71,High
S2180,CSE202,I018,4.7,Good explanations with real-life examples.,92,40,83,84,3,32,4,47,21,Low
S2181,MAT204,I015,1.1,"Too many assignments, difficult to manage.",98,42,37,53,12,19,15,36,21,High
S2182,PHY110,I019,1.6,"Too many assignments, difficult to manage.",58,86,84,98,23,27,4,67,47,High
S2183,CSE202,I013,4.5,Very interactive and engaging class.,99,65,98,83,47,28,4,63,28,Low
S2184,PHY110,I019,2.8,Good explanations with real-life examples.,66,92,73,44,37,17,17,79,27,Medium
S2185,ECE301,I017,3.3,"Too many assignments, difficult to manage.",80,70,42,74,39,25,5,79,33,Medium
S2186,CSE101,I006,3.7,"Slides were unclear, needs more clarity.",61,65,49,28,47,58,17,24,11,High
S2187,ECE301,I016,3.7,"Too many assignments, difficult to manage.",72,62,61,36,44,16,9,88,13,High
S2188,CSE202,I012,4.7,"Slides were unclear, needs more clarity.",54,69,89,40,28,17,14,97,25,High
S2189,MAT204,I019,5.0,Good explanations with real-life examples.,92,49,79,79,35,43,10,89,52,Low
S2190,PHY110,I005,3.9,"Average experience, nothing special.",85,47,56,32,1,27,18,26,39,High
S2191,CSE101,I017,2.1,Great teaching style and support from instructor.,85,83,54,22,40,54,12,72,47,High
S2192,PHY110,I001,4.5,Good explanations with real-life examples.,52,64,81,87,17,50,19,36,9,High
S2193,CSE202,I010,1.2,Great teaching style and support from instructor.,73,61,97,23,48,47,2,78,56,High
S2194,PHY110,I015,1.9,Great teaching style and support from instructor.,66,54,50,26,7,32,15,28,32,High
S2195,CSE101,I011,4.6,Good explanations with real-life examples.,88,98,47,45,14,18,6,41,17,Medium
S2196,CSE202,I013,2.0,"Too many assignments, difficult to manage.",75,80,68,94,40,21,11,64,21,High
S2197,PHY110,I005,1.9,The lecture was clear but pace was fast.,53,95,44,43,16,28,14,92,39,High
S2198,MAT204,I001,1.6,"Too many assignments, difficult to manage.",94,96,82,29,22,57,7,78,16,High
S2199,CSE202,I012,4.4,"Too many assignments, difficult to manage.",61,49,67,32,1,38,16,99,35,High
S2200,CSE202,I011,3.0,"Average experience, nothing special.",50,59,77,63,5,55,0,32,20,High
S2201,MAT204,I017,3.7,Very interactive and engaging class.,70,80,81,58,28,52,7,31,70,Medium
S2202,ECE301,I004,2.0,Very interactive and engaging class.,68,86,57,38,26,26,13,55,64,High
S2203,CSE101,I015,4.0,"Too many assignments, difficult to manage.",70,62,45,70,36,14,9,29,33,Medium
S2204,ECE301,I009,4.0,"Slides were unclear, needs more clarity.",67,92,45,38,48,58,18,35,38,High
S2205,PHY110,I020,2.3,"Average experience, nothing special.",92,92,64,95,33,12,7,38,67,High
S2206,MAT204,I019,2.6,Great teaching style and support from instructor.,52,40,46,71,17,25,18,25,8,High
S2207,ECE301,I019,1.8,Very interactive and engaging class.,98,41,81,66,41,41,3,23,49,High
S2208,CSE202,I012,4.9,"Too many assignments, difficult to manage.",93,97,41,49,9,11,9,49,12,Medium
S2209,PHY110,I005,3.6,"Average experience, nothing special.",81,58,77,65,37,30,2,65,32,Low
S2210,PHY110,I010,4.7,The lecture was clear but pace was fast.,59,53,51,95,43,17,3,46,45,High
S2211,ECE301,I017,2.2,"Slides were unclear, needs more clarity.",89,47,78,40,16,20,15,64,46,High
S2212,ECE301,I005,4.1,Good explanations with real-life examples.,64,77,81,94,12,34,3,56,57,Medium
S2213,MAT204,I016,4.1,"Too many assignments, difficult to manage.",54,51,30,67,47,35,19,28,33,High
S2214,CSE101,I007,3.8,"Average experience, nothing special.",53,65,95,81,41,9,19,80,22,High
S2215,ECE301,I009,4.9,"Too many assignments, difficult to manage.",77,66,93,77,26,36,12,54,32,Low
S2216,ECE301,I003,2.6,Great teaching style and support from instructor.,100,68,37,37,1,20,16,66,2,High
S2217,CSE202,I015,1.5,"Slides were unclear, needs more clarity.",53,54,54,78,33,51,15,40,12,High
S2218,PHY110,I016,3.7,Very interactive and engaging class.,64,85,95,67,30,13,16,36,69,Medium
S2219,CSE101,I018,3.9,Very interactive and engaging class.,66,92,99,82,22,26,5,74,37,Medium
S2220,CSE202,I014,3.3,Very interactive and engaging class.,93,100,80,31,6,59,2,25,60,High
S2221,MAT204,I003,1.8,Good explanations with real-life examples.,52,40,82,53,37,48,19,54,68,High
S2222,MAT204,I012,3.0,"Average experience, nothing special.",59,99,44,80,32,44,3,69,57,High
S2223,ECE301,I009,2.2,"Slides were unclear, needs more clarity.",96,82,79,72,11,49,7,56,52,High
S2224,ECE301,I007,2.7,"Slides were unclear, needs more clarity.",91,67,100,44,44,41,19,32,30,Medium
S2225,MAT204,I009,3.6,Very interactive and engaging class.,72,96,67,81,11,18,8,44,3,Medium
S2226,ECE301,I013,4.0,Very interactive and engaging class.,67,42,69,23,18,20,0,20,7,High
S2227,CSE101,I018,1.9,Great teaching style and support from instructor.,50,90,95,32,8,47,12,68,32,High
S2228,ECE301,I005,2.6,The lecture was clear but pace was fast.,84,57,68,61,9,24,1,54,55,Medium
S2229,PHY110,I013,2.1,The lecture was clear but pace was fast.,80,91,46,68,16,48,9,72,41,High
S2230,ECE301,I004,1.8,"Too many assignments, difficult to manage.",93,99,36,97,49,19,18,71,18,High
S2231,CSE202,I002,4.1,"Too many assignments, difficult to manage.",50,73,68,75,39,48,16,73,6,High
S2232,CSE101,I016,4.6,"Slides were unclear, needs more clarity.",52,71,97,66,38,30,12,95,3,High
S2233,CSE202,I009,2.5,"Slides were unclear, needs more clarity.",52,68,64,27,40,13,13,66,59,High
S2234,CSE202,I009,4.0,Good explanations with real-life examples.,86,64,80,74,9,5,10,62,13,Low
S2235,PHY110,I006,4.6,Good explanations with real-life examples.,68,99,76,37,11,39,9,39,6,High
S2236,CSE101,I011,4.4,The lecture was clear but pace was fast.,78,65,65,54,14,48,6,52,61,Medium
S2237,CSE101,I001,1.7,"Too many assignments, difficult to manage.",74,78,93,100,30,24,9,35,42,High
S2238,CSE101,I004,4.8,The lecture was clear but pace was fast.,82,47,42,51,14,49,0,97,21,Medium
S2239,CSE101,I013,2.5,The lecture was clear but pace was fast.,85,58,47,43,27,59,13,26,2,Medium
S2240,CSE101,I013,2.4,"Too many assignments, difficult to manage.",78,93,50,26,3,10,2,89,57,High
S2241,PHY110,I013,1.2,"Average experience, nothing special.",75,86,94,32,35,46,12,40,71,High
S2242,ECE301,I002,2.9,Good explanations with real-life examples.,53,81,37,88,0,14,1,55,57,High
S2243,CSE202,I009,1.4,Great teaching style and support from instructor.,98,61,77,61,43,52,16,73,55,High
S2244,CSE101,I008,2.0,Great teaching style and support from instructor.,63,68,72,50,33,37,2,38,12,High
S2245,ECE301,I007,2.3,Great teaching style and support from instructor.,99,72,82,93,46,20,14,44,4,High
S2246,ECE301,I004,4.2,"Too many assignments, difficult to manage.",76,77,56,45,16,40,7,86,29,Medium
S2247,CSE202,I018,4.5,Very interactive and engaging class.,82,84,48,95,38,10,5,72,6,Low
S2248,PHY110,I003,2.2,Very interactive and engaging class.,71,85,52,51,37,23,8,94,17,High
S2249,MAT204,I006,4.4,Very interactive and engaging class.,97,74,79,71,43,35,10,67,32,Low
S2250,MAT204,I012,4.4,"Slides were unclear, needs more clarity.",52,82,80,39,32,6,1,61,29,High
S2251,ECE301,I012,4.1,Good explanations with real-life examples.,72,42,72,59,20,22,8,66,8,Medium
S2252,CSE202,I008,1.6,Good explanations with real-life examples.,70,58,80,78,25,46,17,61,10,High
S2253,MAT204,I001,3.8,"Average experience, nothing special.",90,49,98,96,45,32,18,21,40,Low
S2254,ECE301,I004,4.8,"Average experience, nothing special.",72,66,70,33,35,8,17,25,44,High
S2255,PHY110,I011,3.7,"Slides were unclear, needs more clarity.",53,54,40,63,4,5,4,65,28,High
S2256,MAT204,I003,2.3,The lecture was clear but pace was fast.,70,50,81,67,32,51,17,85,34,High
S2257,ECE301,I013,3.0,"Average experience, nothing special.",86,86,52,62,0,46,11,100,57,Medium
S2258,ECE301,I017,3.6,Great teaching style and support from instructor.,92,65,78,35,5,54,3,59,3,High
S2259,CSE101,I010,3.0,Very interactive and engaging class.,80,98,67,54,36,20,14,77,15,Medium
S2260,PHY110,I012,1.5,Great teaching style and support from instructor.,70,63,76,72,1,49,10,97,14,High
S2261,CSE101,I015,2.2,Very interactive and engaging class.,75,52,36,53,4,51,18,93,25,High
S2262,CSE202,I010,4.2,Great teaching style and support from instructor.,90,71,95,22,25,6,4,52,70,High
S2263,CSE101,I014,4.4,The lecture was clear but pace was fast.,84,76,91,87,40,56,5,81,35,Low
S2264,CSE101,I013,1.5,Great teaching style and support from instructor.,87,43,58,24,46,40,12,31,20,High
S2265,MAT204,I005,4.8,Great teaching style and support from instructor.,73,52,67,29,12,5,9,68,31,High
S2266,ECE301,I006,2.3,"Too many assignments, difficult to manage.",60,48,62,71,11,43,13,97,50,High
S2267,PHY110,I002,3.6,Great teaching style and support from instructor.,90,96,58,48,4,27,3,24,44,Medium
S2268,CSE101,I017,4.0,"Too many assignments, difficult to manage.",78,88,52,50,1,30,19,70,17,Medium
S2269,PHY110,I004,4.2,Good explanations with real-life examples.,96,73,32,85,3,15,11,88,53,Low
S2270,CSE101,I014,4.8,"Slides were unclear, needs more clarity.",52,95,74,95,26,46,14,51,50,High
S2271,CSE202,I010,2.3,Great teaching style and support from instructor.,50,76,37,88,49,5,9,68,12,High
S2272,CSE101,I003,4.4,Good explanations with real-life examples.,68,87,58,56,9,15,10,79,48,Medium
S2273,MAT204,I003,1.5,"Average experience, nothing special.",95,46,31,46,12,28,8,65,36,High
S2274,ECE301,I015,3.8,"Average experience, nothing special.",98,40,79,52,43,14,10,87,30,Medium
S2275,CSE202,I006,4.0,"Too many assignments, difficult to manage.",71,99,94,87,1,18,1,60,55,Medium
S2276,CSE101,I017,3.7,Great teaching style and support from instructor.,63,97,49,78,25,18,12,100,24,Medium
S2277,PHY110,I012,2.0,Great teaching style and support from instructor.,98,51,81,83,14,11,7,86,25,High
S2278,CSE202,I020,4.5,The lecture was clear but pace was fast.,63,60,66,63,45,27,7,32,11,Medium
S2279,CSE202,I011,1.7,Good explanations with real-life examples.,93,50,56,68,9,47,0,37,62,High
S2280,CSE101,I004,1.2,Very interactive and engaging class.,65,83,76,72,21,26,5,70,9,High
S2281,CSE202,I006,3.9,Very interactive and engaging class.,82,90,35,93,39,40,12,55,49,Low
S2282,PHY110,I001,2.9,The lecture was clear but pace was fast.,62,97,89,68,24,31,8,100,30,Medium
S2283,CSE202,I020,4.4,"Too many assignments, difficult to manage.",87,83,74,85,14,6,5,53,27,Low
S2284,PHY110,I016,2.5,Very interactive and engaging class.,98,83,73,82,12,43,14,31,38,Medium
S2285,CSE101,I015,1.7,Very interactive and engaging class.,61,53,47,44,7,55,15,24,53,High
S2286,ECE301,I017,4.3,"Average experience, nothing special.",100,73,94,23,20,50,3,67,39,High
S2287,CSE202,I008,3.2,"Average experience, nothing special.",87,73,54,70,20,23,16,59,7,Medium
S2288,ECE301,I012,1.8,"Slides were unclear, needs more clarity.",88,64,56,30,21,11,8,32,9,High
S2289,PHY110,I010,3.9,Good explanations with real-life examples.,82,100,36,36,45,16,11,45,18,High
S2290,CSE202,I015,3.0,"Too many assignments, difficult to manage.",82,43,73,85,32,7,18,33,63,Medium
S2291,MAT204,I009,3.4,Great teaching style and support from instructor.,78,91,58,89,44,51,19,30,35,Medium
S2292,ECE301,I002,2.8,Good explanations with real-life examples.,54,94,73,92,26,9,11,57,20,High
S2293,CSE202,I005,4.3,"Too many assignments, difficult to manage.",55,65,65,88,39,12,5,99,71,High
S2294,ECE301,I006,4.3,Very interactive and engaging class.,80,55,48,48,49,18,11,76,38,Medium
S2295,CSE202,I007,3.8,"Slides were unclear, needs more clarity.",65,49,35,92,21,40,8,41,39,Medium
S2296,CSE101,I001,1.4,Good explanations with real-life examples.,80,84,54,91,29,11,19,35,16,High
S2297,ECE301,I007,4.4,Very interactive and engaging class.,74,41,60,39,8,11,4,96,41,High
S2298,MAT204,I020,3.7,"Too many assignments, difficult to manage.",97,74,38,46,44,54,2,95,10,Medium
S2299,MAT204,I012,3.8,Good explanations with real-life examples.,95,58,66,27,34,50,1,48,54,High
S2300,PHY110,I016,2.5,Great teaching style and support from instructor.,82,45,56,80,17,36,7,21,71,Medium
S2301,CSE202,I016,4.5,Good explanations with real-life examples.,62,58,42,47,41,12,9,73,67,Medium
S2302,ECE301,I011,3.9,Very interactive and engaging class.,59,98,70,89,4,16,14,21,53,High
S2303,PHY110,I004,1.5,Good explanations with real-life examples.,73,92,95,22,26,14,8,22,2,High
S2304,ECE301,I013,2.6,Great teaching style and support from instructor.,59,91,53,88,5,18,9,75,31,High
S2305,CSE202,I007,4.5,"Slides were unclear, needs more clarity.",90,90,73,92,31,13,10,91,2,Low
S2306,MAT204,I004,1.2,"Slides were unclear, needs more clarity.",80,47,89,26,7,42,8,30,40,High
S2307,CSE101,I015,4.8,Very interactive and engaging class.,62,53,38,79,38,34,13,95,17,Medium
S2308,MAT204,I019,3.7,"Too many assignments, difficult to manage.",52,49,31,23,20,9,4,51,18,High
S2309,PHY110,I009,3.5,Very interactive and engaging class.,99,42,85,24,17,5,8,23,23,High
S2310,CSE101,I011,2.1,"Slides were unclear, needs more clarity.",83,77,59,30,13,5,3,28,32,High
S2311,PHY110,I008,2.0,The lecture was clear but pace was fast.,98,68,51,34,14,24,1,75,41,High
S2312,CSE202,I001,4.8,The lecture was clear but pace was fast.,77,54,42,83,41,53,18,35,28,Low
S2313,CSE101,I008,2.2,Good explanations with real-life examples.,68,62,100,32,25,15,0,100,37,High
S2314,PHY110,I013,4.1,Great teaching style and support from instructor.,72,62,45,26,43,30,0,90,5,High
S2315,CSE202,I004,2.6,"Average experience, nothing special.",94,57,74,25,31,48,11,29,70,High
S2316,MAT204,I008,1.6,"Average experience, nothing special.",81,85,94,75,38,7,10,55,26,High
S2317,CSE202,I003,1.0,"Average experience, nothing special.",62,58,40,83,27,10,0,43,31,High
S2318,ECE301,I009,3.2,Good explanations with real-life examples.,82,67,99,69,38,47,13,83,48,Medium
S2319,CSE202,I002,4.9,The lecture was clear but pace was fast.,83,65,49,49,42,49,10,75,13,Medium
S2320,CSE202,I002,2.5,"Slides were unclear, needs more clarity.",82,49,92,41,31,15,6,97,28,Medium
S2321,ECE301,I013,2.4,Good explanations with real-life examples.,54,86,41,44,12,12,1,97,46,High
S2322,PHY110,I015,2.4,"Average experience, nothing special.",52,43,91,47,14,33,14,41,64,High
S2323,PHY110,I012,3.1,"Average experience, nothing special.",56,94,71,58,17,14,7,71,56,High
S2324,CSE202,I004,2.8,Very interactive and engaging class.,73,41,98,86,38,38,19,69,31,Medium
S2325,ECE301,I008,4.5,"Average experience, nothing special.",71,42,87,24,5,28,14,66,15,High
S2326,ECE301,I009,3.0,Great teaching style and support from instructor.,94,46,34,84,10,50,7,42,57,Medium
S2327,MAT204,I005,3.0,"Average experience, nothing special.",72,94,56,34,31,52,9,95,20,High
S2328,PHY110,I020,1.6,Very interactive and engaging class.,79,55,57,86,39,21,18,38,27,High
S2329,CSE101,I018,4.9,"Average experience, nothing special.",67,70,55,59,19,36,2,71,39,Medium
S2330,PHY110,I011,2.0,Great teaching style and support from instructor.,81,49,78,88,32,15,19,53,70,High
S2331,PHY110,I015,1.3,"Slides were unclear, needs more clarity.",56,58,50,96,39,38,13,48,37,High
S2332,MAT204,I009,3.7,Good explanations with real-life examples.,82,67,30,62,7,28,8,80,19,Low
S2333,CSE101,I017,3.4,Great teaching style and support from instructor.,54,56,87,20,34,59,8,54,58,High
S2334,MAT204,I012,2.7,Very interactive and engaging class.,98,67,84,41,4,9,5,24,24,Medium
S2335,CSE101,I007,2.7,Good explanations with real-life examples.,77,58,55,81,34,33,7,95,15,Medium
S2336,CSE202,I010,4.1,Good explanations with real-life examples.,57,76,54,98,46,52,10,26,70,High
S2337,CSE101,I010,1.8,Very interactive and engaging class.,64,62,62,45,13,52,7,60,23,High
S2338,MAT204,I013,4.3,The lecture was clear but pace was fast.,53,59,98,37,20,38,11,21,29,High
S2339,PHY110,I019,3.6,"Average experience, nothing special.",83,52,35,67,46,20,9,29,44,Low
S2340,CSE101,I011,2.7,Great teaching style and support from instructor.,54,52,52,28,23,29,3,63,19,High
S2341,CSE101,I013,2.8,Very interactive and engaging class.,82,82,59,20,16,41,15,89,37,High
S2342,ECE301,I008,2.0,"Slides were unclear, needs more clarity.",54,50,83,28,17,12,19,54,8,High
S2343,PHY110,I008,4.0,"Too many assignments, difficult to manage.",87,87,40,42,33,33,5,81,24,Medium
S2344,CSE202,I004,3.1,Very interactive and engaging class.,83,54,60,64,11,56,8,93,35,Medium
S2345,MAT204,I015,2.3,"Average experience, nothing special.",75,56,35,21,15,50,4,92,22,High
S2346,CSE202,I011,3.4,"Average experience, nothing special.",50,93,40,33,3,29,5,39,71,High
S2347,PHY110,I011,5.0,Good explanations with real-life examples.,53,89,41,57,24,46,16,54,48,High
S2348,CSE101,I001,2.7,Good explanations with real-life examples.,88,67,95,59,33,27,16,56,54,Medium
S2349,CSE101,I017,4.7,Very interactive and engaging class.,75,58,82,82,27,38,12,91,42,Low
S2350,PHY110,I015,2.4,"Too many assignments, difficult to manage.",82,43,65,35,45,7,16,73,33,High
S2351,CSE101,I020,1.2,Very interactive and engaging class.,82,61,46,94,10,34,13,99,15,High
